#,admin4Pcode,admin4Name_eng,admin4Name_ukr,admin4Na_1_rus,admin4ClassType,admin4PoliticalType,admin3Pcode,admin3Name_eng,admin3Name_ukr,admin3Name_rus,admin3PoliticalType,admin2Pcode,admin2Name_eng,admin2Name_ukr,admin2Name_rus,admin2ClassType,admin2PoliticalType,admin1Pcode,admin1Name_eng,admin1Name_ukr,admin1Name_rus,admin1ClassType,Population,Population_source,X Longitude,Y Latitude,IDP location Cluster,IDP estimation
4179,UA0502003001,Vinnytsia,Вінниця,Винница,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA0502003,Vinnytska,Вінницька,Винницкая,міська ОТГ,UA0502,Vinnytskyi,Вінницький,Винницкий,район,,UA05,Vinnytska,Вінницька,Винницкая,область,371698,Census 2001,28.46894684,49.23120772,2,92925
7379,UA4602003001,Drohobych,Дрогобич,Дрогобыч,міста,"центр району, місто обласного значення, центр міської ОТГ",UA4602003,Drohobytska,Дрогобицька,Дрогобычская,міська ОТГ,UA4602,Drohobytskyi,Дрогобицький,Дрогобычский,район,,UA46,Lvivska,Львівська,Львовская,область,77080,Census 2001,23.51052784,49.3523503,2,19270
9557,UA2604019001,Ivano-Frankivsk,Івано-Франківськ,Ивано-Франковск,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA2604019,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,міська ОТГ,UA2604,Ivano-Frankivskyi,Івано-Франківський,Ивано-Франковский,район,,UA26,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,область,226018,Census 2001,24.71236078,48.9176428,2,56505
9962,UA2606017001,Kalush,Калуш,Калуш,міста,"центр району, місто обласного значення, центр міської ОТГ",UA2606017,Kaluska,Калуська,Калушская,міська ОТГ,UA2606,Kaluskyi,Калуський,Калушский,район,,UA26,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,область,67585,Census 2001,24.35200701,49.03932563,2,16896
10031,UA6802011001,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,міста,"центр району, місто обласного значення, центр міської ОТГ",UA6802011,Kamianets-Podilska,Кам'янець-Подільська,Каменец-Подольская,міська ОТГ,UA6802,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,район,,UA68,Khmelnytska,Хмельницька,Хмельницкая,область,102743,Census 2001,26.58291782,48.69123724,2,25686
11182,UA2608007001,Kolomyia,Коломия,Коломыя,міста,"центр району, місто обласного значення, центр міської ОТГ",UA2608007,Kolomyiska,Коломийська,Коломыйская,міська ОТГ,UA2608,Kolomyiskyi,Коломийський,Коломыйский,район,,UA26,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,область,61428,Census 2001,25.00747907,48.54686179,2,15357
14026,UA4606025001,Lviv,Львів,Львов,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA4606025,Lvivska,Львівська,Львовская,міська ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,730272,Census 2001,24.02178066,49.83018567,2,182568
16408,UA2104015001,Mukachevo,Мукачево,Мукачево,міста,"центр району, місто обласного значення, центр міської ОТГ",UA2104015,Mukachivska,Мукачівська,Мукачевская,міська ОТГ,UA2104,Mukachivskyi,Мукачівський,Мукачевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,84992,Census 2001,22.71815074,48.43932317,2,21248
25366,UA4610023001,Stryi,Стрий,Стрый,міста,"центр району, місто обласного значення, центр міської ОТГ",UA4610023,Stryiska,Стрийська,Стрыйская,міська ОТГ,UA4610,Stryiskyi,Стрийський,Стрыйский,район,,UA46,Lvivska,Львівська,Львовская,область,60126,Census 2001,23.85018693,49.25828675,2,15032
26073,UA6104049001,Ternopil,Тернопіль,Тернополь,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA6104049,Ternopilska,Тернопільська,Тернопольская,міська ОТГ,UA6104,Ternopilskyi,Тернопільський,Тернопольский,район,,UA61,Ternopilska,Тернопільська,Тернопольская,область,217118,Census 2001,25.59810377,49.55539353,2,54280
27406,UA6804047001,Khmelnytskyi,Хмельницький,Хмельницкий,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA6804047,Khmelnytska,Хмельницька,Хмельницкая,міська ОТГ,UA6804,Khmelnytskyi,Хмельницький,Хмельницкий,район,,UA68,Khmelnytska,Хмельницька,Хмельницкая,область,264988,Census 2001,26.99887922,49.41170064,2,66247
28069,UA4612013001,Chervonohrad,Червоноград,Червоноград,міста,"місто обласного значення, центр міської ОТГ",UA4612013,Chervonohradska,Червоноградська,Червоноградская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,68000,Census 2001,24.23610549,50.38986536,2,17000
28211,UA7306061001,Chernivtsi,Чернівці,Черновцы,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA7306061,Chernivetska,Чернівецька,Черновицкая,міська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,258842,Census 2001,25.93737229,48.30302389,2,64711
5455,UA0706007001,Holoby,Голоби,Голобы,селища міського типу (СМТ),центр селищної ОТГ,UA0706007,Holobska,Голобська,Голобская,селищна ОТГ,UA0706,Kovelskyi,Ковельський,Ковельский,район,,UA07,Volynska,Волинська,Волынская,область,214727,Census 2001,25.01007707,51.08542778,3,1288
6998,UA1202001001,Dnipro,Дніпро,Днипро,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA1202001,Dniprovska,Дніпровська,Днепровская,міська ОТГ,UA1202,Dniprovskyi,Дніпровський,Днипровский,район,,UA12,Dnipropetrovska,Дніпропетровська,Днепропетровская,область,997754,Census 2001,35.00652189,48.465493,3,5987
8516,UA2306007001,Zaporizhzhia,Запоріжжя,Запорожье,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA2306007,Zaporizka,Запорізька,Запорожская,міська ОТГ,UA2306,Zaporizkyi,Запорізький,Запорожский,район,,UA23,Zaporizka,Запорізька,Запорожская,область,770672,Census 2001,35.18595531,47.8496015,3,4624
10118,UA1204015001,Kamianske,Кам'янське,Каменское,міста,"центр району, місто обласного значення, центр міської ОТГ",UA1204015,Kamianska,Кам'янська,Каменская,міська ОТГ,UA1204,Kamianskyi,Кам’янський,Каменский,район,,UA12,Dnipropetrovska,Дніпропетровська,Днепропетровская,область,241880,Census 2001,34.54061836,48.52571022,3,1451
12168,UA5302011001,Kremenchuk,Кременчук,Кременчуг,міста,"центр району, місто обласного значення, центр міської ОТГ",UA5302011,Kremenchutska,Кременчуцька,Кременчугская,міська ОТГ,UA5302,Kremenchutskyi,Кременчуцький,Кременчугский,район,,UA53,Poltavska,Полтавська,Полтавская,область,225892,Census 2001,33.44000742,49.08961531,3,1355
12222,UA1206017001,Kryvyi Rih,Кривий Ріг,Кривой Рог,міста,"центр району, місто обласного значення, центр міської ОТГ",UA1206017,Kryvorizka,Криворізька,Криворожская,міська ОТГ,UA1206,Kryvorizkyi,Криворізький,Криворожский,район,,UA12,Dnipropetrovska,Дніпропетровська,Днепропетровская,область,656478,Census 2001,33.41166626,47.89947245,3,3939
